,Store,Date,Sales
471977,3,2014-05-04,0
471978,4,2014-05-04,0
471979,5,2014-05-04,0
471980,6,2014-05-04,0
471981,7,2014-05-04,0
471982,8,2014-05-04,0
471983,9,2014-05-04,0
471984,10,2014-05-04,0
471985,11,2014-05-04,0
471986,12,2014-05-04,0
471987,13,2014-05-04,0
471988,14,2014-05-04,0
471989,15,2014-05-04,0
471990,16,2014-05-04,0
471991,17,2014-05-04,0
471992,18,2014-05-04,0
471993,19,2014-05-04,0
471994,20,2014-05-04,0
471995,21,2014-05-04,0
471996,22,2014-05-04,0
471997,23,2014-05-04,0
471998,24,2014-05-04,0
471999,25,2014-05-04,0
472000,26,2014-05-04,0
472001,27,2014-05-04,0
472002,28,2014-05-04,0
473090,1,2014-05-03,5498
473091,2,2014-05-03,2968
473092,3,2014-05-03,4950
473093,4,2014-05-03,10330
473094,5,2014-05-03,2061
473095,6,2014-05-03,3711
473096,7,2014-05-03,6696
473097,8,2014-05-03,2907
473098,9,2014-05-03,5975
473099,10,2014-05-03,5116
473100,11,2014-05-03,6571
473101,12,2014-05-03,6343
473102,13,2014-05-03,4561
473103,14,2014-05-03,3794
473104,15,2014-05-03,5373
473105,16,2014-05-03,5998
473106,17,2014-05-03,2915
473107,18,2014-05-03,4897
473108,19,2014-05-03,4368
473109,20,2014-05-03,5413
473110,21,2014-05-03,5735
473111,22,2014-05-03,3922
473112,23,2014-05-03,4679
473113,24,2014-05-03,7300
473114,25,2014-05-03,9848
473115,26,2014-05-03,5513
473116,27,2014-05-03,8295
473117,28,2014-05-03,3075
474205,1,2014-05-02,6790
474206,2,2014-05-02,7176
474207,3,2014-05-02,10994
474208,4,2014-05-02,15274
474209,5,2014-05-02,6978
474210,6,2014-05-02,6945
474211,7,2014-05-02,16037
474212,8,2014-05-02,6775
474213,9,2014-05-02,9004
474214,10,2014-05-02,8145
474215,11,2014-05-02,11968
474216,12,2014-05-02,10426
474217,13,2014-05-02,6183
474218,14,2014-05-02,8089
474219,15,2014-05-02,10006
474220,16,2014-05-02,11195
474221,17,2014-05-02,9227
474222,18,2014-05-02,9631
474223,19,2014-05-02,9803
474224,20,2014-05-02,9311
474225,21,2014-05-02,8524
474226,22,2014-05-02,6835
474227,23,2014-05-02,8086
474228,24,2014-05-02,14051
474229,25,2014-05-02,14815
474230,26,2014-05-02,11290
474231,27,2014-05-02,14844
474232,28,2014-05-02,8094
475320,1,2014-05-01,0
475321,2,2014-05-01,0
475322,3,2014-05-01,0
475323,4,2014-05-01,0
475324,5,2014-05-01,0
475325,6,2014-05-01,0
475326,7,2014-05-01,0
475327,8,2014-05-01,0
475328,9,2014-05-01,0
475329,10,2014-05-01,0
475330,11,2014-05-01,0
475331,12,2014-05-01,0
475332,13,2014-05-01,0
475333,14,2014-05-01,0
475334,15,2014-05-01,0
475335,16,2014-05-01,0
475336,17,2014-05-01,0
475337,18,2014-05-01,0
475338,19,2014-05-01,0
475339,20,2014-05-01,0
475340,21,2014-05-01,0
475341,22,2014-05-01,0
475342,23,2014-05-01,0
475343,24,2014-05-01,0
475344,25,2014-05-01,0
475345,26,2014-05-01,0
475346,27,2014-05-01,0
475347,28,2014-05-01,0
476435,1,2014-04-30,5870
476436,2,2014-04-30,7646
476437,3,2014-04-30,10482
476438,4,2014-04-30,14743
476439,5,2014-04-30,6543
476440,6,2014-04-30,7710
476441,7,2014-04-30,12397
476442,8,2014-04-30,7589
476443,9,2014-04-30,7812
476444,10,2014-04-30,7006
476445,11,2014-04-30,10751
476446,12,2014-04-30,9483
476447,13,2014-04-30,9536
476448,14,2014-04-30,8115
476449,15,2014-04-30,9997
476450,16,2014-04-30,9928
476451,17,2014-04-30,9424
476452,18,2014-04-30,9226
476453,19,2014-04-30,9870
476454,20,2014-04-30,10351
476455,21,2014-04-30,8184
476456,22,2014-04-30,6106
476457,23,2014-04-30,8192
476458,24,2014-04-30,14460
476459,25,2014-04-30,16596
476460,26,2014-04-30,9183
476461,27,2014-04-30,14745
476462,28,2014-04-30,7629
477550,1,2014-04-29,5923
477551,2,2014-04-29,6667
477552,3,2014-04-29,8455
477553,4,2014-04-29,9680
477554,5,2014-04-29,6274
477555,6,2014-04-29,6236
477556,7,2014-04-29,11787
477557,8,2014-04-29,6998
477558,9,2014-04-29,7872
477559,10,2014-04-29,6685
477560,11,2014-04-29,9988
477561,12,2014-04-29,9042
477562,13,2014-04-29,8360
477563,14,2014-04-29,6668
477564,15,2014-04-29,8942
477565,16,2014-04-29,10175
477566,17,2014-04-29,9318
477567,18,2014-04-29,7519
477568,19,2014-04-29,9976
477569,20,2014-04-29,8837
477570,21,2014-04-29,8315
477571,22,2014-04-29,5267
477572,23,2014-04-29,5993
477573,24,2014-04-29,10681
477574,25,2014-04-29,12904
477575,26,2014-04-29,8030
477576,27,2014-04-29,12784
477577,28,2014-04-29,7950
478665,1,2014-04-28,5488
478666,2,2014-04-28,6520
478667,3,2014-04-28,9500
478668,4,2014-04-28,11863
478669,5,2014-04-28,7184
478670,6,2014-04-28,7894
478671,7,2014-04-28,11295
478672,8,2014-04-28,7840
478673,9,2014-04-28,8390
478674,10,2014-04-28,7910
478675,11,2014-04-28,9870
478676,12,2014-04-28,11263
478677,13,2014-04-28,8413
478678,14,2014-04-28,7729
478679,15,2014-04-28,8293
478680,16,2014-04-28,10078
478681,17,2014-04-28,9407
478682,18,2014-04-28,8168
478683,19,2014-04-28,10046
478684,20,2014-04-28,9825
478685,21,2014-04-28,8658
478686,22,2014-04-28,5634
478687,23,2014-04-28,7564
478688,24,2014-04-28,12407
478689,25,2014-04-28,13416
478690,26,2014-04-28,10161
478691,27,2014-04-28,13380
478692,28,2014-04-28,9491
479780,1,2014-04-27,0
479781,2,2014-04-27,0
479782,3,2014-04-27,0
479783,4,2014-04-27,0
479784,5,2014-04-27,0
479785,6,2014-04-27,0
479786,7,2014-04-27,0
479787,8,2014-04-27,0
479788,9,2014-04-27,0
479789,10,2014-04-27,0
479790,11,2014-04-27,0
479791,12,2014-04-27,0
479792,13,2014-04-27,0
479793,14,2014-04-27,0
479794,15,2014-04-27,0
479795,16,2014-04-27,0
479796,17,2014-04-27,0
479797,18,2014-04-27,0
479798,19,2014-04-27,0
479799,20,2014-04-27,0
479800,21,2014-04-27,0
479801,22,2014-04-27,0
479802,23,2014-04-27,0
479803,24,2014-04-27,0
479804,25,2014-04-27,0
479805,26,2014-04-27,0
479806,27,2014-04-27,0
479807,28,2014-04-27,0
480895,1,2014-04-26,3989
480896,2,2014-04-26,2701
480897,3,2014-04-26,3906
480898,4,2014-04-26,8650
480899,5,2014-04-26,1802
480900,6,2014-04-26,3063
480901,7,2014-04-26,5553
480902,8,2014-04-26,2298
480903,9,2014-04-26,5970
480904,10,2014-04-26,4804
480905,11,2014-04-26,5029
480906,12,2014-04-26,5202
480907,13,2014-04-26,4600
480908,14,2014-04-26,3143
480909,15,2014-04-26,4495
480910,16,2014-04-26,4957
480911,17,2014-04-26,2350
480912,18,2014-04-26,3606
480913,19,2014-04-26,3479
480914,20,2014-04-26,5614
480915,21,2014-04-26,5012
480916,22,2014-04-26,2720
480917,23,2014-04-26,4710
480918,24,2014-04-26,6844
480919,25,2014-04-26,7952
480920,26,2014-04-26,4713
480921,27,2014-04-26,5948
480922,28,2014-04-26,2367
482010,1,2014-04-25,3710
482011,2,2014-04-25,3795
482012,3,2014-04-25,5241
482013,4,2014-04-25,7041
482014,5,2014-04-25,3659
482015,6,2014-04-25,4341
482016,7,2014-04-25,7418
482017,8,2014-04-25,3364
482018,9,2014-04-25,4599
482019,10,2014-04-25,4936
482020,11,2014-04-25,5540
482021,12,2014-04-25,5587
482022,13,2014-04-25,3940
482023,14,2014-04-25,5309
482024,15,2014-04-25,5296
482025,16,2014-04-25,6548
482026,17,2014-04-25,4761
482027,18,2014-04-25,5926
482028,19,2014-04-25,5139
482029,20,2014-04-25,6290
482030,21,2014-04-25,3622
482031,22,2014-04-25,4020
482032,23,2014-04-25,4450
482033,24,2014-04-25,7306
482034,25,2014-04-25,7619
482035,26,2014-04-25,6263
482036,27,2014-04-25,6734
482037,28,2014-04-25,4402
483125,1,2014-04-24,3376
483126,2,2014-04-24,3675
483127,3,2014-04-24,5389
483128,4,2014-04-24,7294
483129,5,2014-04-24,3661
483130,6,2014-04-24,4718
483131,7,2014-04-24,7252
483132,8,2014-04-24,4888
483133,9,2014-04-24,4646
483134,10,2014-04-24,4533
483135,11,2014-04-24,6475
483136,12,2014-04-24,5437
483137,13,2014-04-24,3914
483138,14,2014-04-24,4770
483139,15,2014-04-24,5060
483140,16,2014-04-24,5849
483141,17,2014-04-24,4926
483142,18,2014-04-24,5753
483143,19,2014-04-24,4808
483144,20,2014-04-24,7715
483145,21,2014-04-24,3357
483146,22,2014-04-24,3221
483147,23,2014-04-24,4608
483148,24,2014-04-24,6143
483149,25,2014-04-24,8479
483150,26,2014-04-24,5662
483151,27,2014-04-24,6926
483152,28,2014-04-24,4766
484240,1,2014-04-23,3482
484241,2,2014-04-23,4757
484242,3,2014-04-23,5561
484243,4,2014-04-23,7352
484244,5,2014-04-23,3875
484245,6,2014-04-23,4270
484246,7,2014-04-23,6942
484247,8,2014-04-23,4229
484248,9,2014-04-23,4613
484249,10,2014-04-23,4712
484250,11,2014-04-23,6845
484251,12,2014-04-23,5969
484252,13,2014-04-23,3139
484253,14,2014-04-23,4716
484254,15,2014-04-23,5158
484255,16,2014-04-23,6945
484256,17,2014-04-23,4923
484257,18,2014-04-23,5498
484258,19,2014-04-23,4926
484259,20,2014-04-23,7769
484260,21,2014-04-23,3557
484261,22,2014-04-23,3227
484262,23,2014-04-23,3912
484263,24,2014-04-23,6842
484264,25,2014-04-23,8333
484265,26,2014-04-23,4876
484266,27,2014-04-23,7100
484267,28,2014-04-23,4177
485355,1,2014-04-22,4133
485356,2,2014-04-22,4419
485357,3,2014-04-22,6172
485358,4,2014-04-22,9723
485359,5,2014-04-22,3615
485360,6,2014-04-22,5001
485361,7,2014-04-22,9538
485362,8,2014-04-22,4863
485363,9,2014-04-22,5451
485364,10,2014-04-22,5969
485365,11,2014-04-22,7618
485366,12,2014-04-22,5953
485367,13,2014-04-22,3811
485368,14,2014-04-22,5479
485369,15,2014-04-22,5015
485370,16,2014-04-22,8344
485371,17,2014-04-22,5845
485372,18,2014-04-22,5193
485373,19,2014-04-22,5943
485374,20,2014-04-22,8565
485375,21,2014-04-22,4487
485376,22,2014-04-22,4088
485377,23,2014-04-22,5079
485378,24,2014-04-22,7764
485379,25,2014-04-22,10422
485380,26,2014-04-22,4279
485381,27,2014-04-22,7376
485382,28,2014-04-22,4680
486470,1,2014-04-21,0
486471,2,2014-04-21,0
486472,3,2014-04-21,0
486473,4,2014-04-21,0
486474,5,2014-04-21,0
486475,6,2014-04-21,0
486476,7,2014-04-21,0
486477,8,2014-04-21,0
486478,9,2014-04-21,0
486479,10,2014-04-21,0
486480,11,2014-04-21,0
486481,12,2014-04-21,0
486482,13,2014-04-21,0
486483,14,2014-04-21,0
486484,15,2014-04-21,0
486485,16,2014-04-21,0
486486,17,2014-04-21,0
486487,18,2014-04-21,0
486488,19,2014-04-21,0
486489,20,2014-04-21,0
486490,21,2014-04-21,0
486491,22,2014-04-21,0
486492,23,2014-04-21,0
486493,24,2014-04-21,0
486494,25,2014-04-21,0
486495,26,2014-04-21,0
486496,27,2014-04-21,0
486497,28,2014-04-21,0
487585,1,2014-04-20,0
487586,2,2014-04-20,0
487587,3,2014-04-20,0
487588,4,2014-04-20,0
487589,5,2014-04-20,0
487590,6,2014-04-20,0
487591,7,2014-04-20,0
487592,8,2014-04-20,0
487593,9,2014-04-20,0
487594,10,2014-04-20,0
487595,11,2014-04-20,0
487596,12,2014-04-20,0
487597,13,2014-04-20,0
487598,14,2014-04-20,0
487599,15,2014-04-20,0
487600,16,2014-04-20,0
487601,17,2014-04-20,0
487602,18,2014-04-20,0
487603,19,2014-04-20,0
487604,20,2014-04-20,0
487605,21,2014-04-20,0
487606,22,2014-04-20,0
487607,23,2014-04-20,0
487608,24,2014-04-20,0
487609,25,2014-04-20,0
487610,26,2014-04-20,0
487611,27,2014-04-20,0
487612,28,2014-04-20,0
488700,1,2014-04-19,5871
488701,2,2014-04-19,4146
488702,3,2014-04-19,5794
488703,4,2014-04-19,10613
488704,5,2014-04-19,3153
488705,6,2014-04-19,4415
488706,7,2014-04-19,11203
488707,8,2014-04-19,3144
488708,9,2014-04-19,6885
488709,10,2014-04-19,6187
488710,11,2014-04-19,9656
488711,12,2014-04-19,8678
488712,13,2014-04-19,5509
488713,14,2014-04-19,3965
488714,15,2014-04-19,7618
488715,16,2014-04-19,6939
488716,17,2014-04-19,4822
488717,18,2014-04-19,6346
488718,19,2014-04-19,5524
488719,20,2014-04-19,5378
488720,21,2014-04-19,6145
488721,22,2014-04-19,4508
488722,23,2014-04-19,5931
488723,24,2014-04-19,9147
488724,25,2014-04-19,10379
488725,26,2014-04-19,7678
488726,27,2014-04-19,8847
488727,28,2014-04-19,4710
489815,1,2014-04-18,0
489816,2,2014-04-18,0
489817,3,2014-04-18,0
489818,4,2014-04-18,0
489819,5,2014-04-18,0
489820,6,2014-04-18,0
489821,7,2014-04-18,0
489822,8,2014-04-18,0
489823,9,2014-04-18,0
489824,10,2014-04-18,0
489825,11,2014-04-18,0
489826,12,2014-04-18,0
489827,13,2014-04-18,0
489828,14,2014-04-18,0
489829,15,2014-04-18,0
489830,16,2014-04-18,0
489831,17,2014-04-18,0
489832,18,2014-04-18,0
489833,19,2014-04-18,0
489834,20,2014-04-18,0
489835,21,2014-04-18,0
489836,22,2014-04-18,0
489837,23,2014-04-18,0
489838,24,2014-04-18,0
489839,25,2014-04-18,0
489840,26,2014-04-18,0
489841,27,2014-04-18,0
489842,28,2014-04-18,0
490930,1,2014-04-17,6160
490931,2,2014-04-17,6647
490932,3,2014-04-17,8309
490933,4,2014-04-17,13084
490934,5,2014-04-17,6690
490935,6,2014-04-17,7618
490936,7,2014-04-17,12195
490937,8,2014-04-17,7662
490938,9,2014-04-17,7819
490939,10,2014-04-17,6250
490940,11,2014-04-17,11615
490941,12,2014-04-17,10882
490942,13,2014-04-17,6932
490943,14,2014-04-17,7727
490944,15,2014-04-17,10008
490945,16,2014-04-17,10241
490946,17,2014-04-17,8678
490947,18,2014-04-17,8462
490948,19,2014-04-17,7983
490949,20,2014-04-17,10980
490950,21,2014-04-17,7862
490951,22,2014-04-17,5956
490952,23,2014-04-17,7777
490953,24,2014-04-17,11211
490954,25,2014-04-17,13122
490955,26,2014-04-17,9247
490956,27,2014-04-17,12469
490957,28,2014-04-17,7989
492045,1,2014-04-16,6381
492046,2,2014-04-16,7317
492047,3,2014-04-16,9311
492048,4,2014-04-16,11237
492049,5,2014-04-16,7722
492050,6,2014-04-16,7317
492051,7,2014-04-16,10740
492052,8,2014-04-16,6931
492053,9,2014-04-16,7135
492054,10,2014-04-16,5629
492055,11,2014-04-16,11529
492056,12,2014-04-16,10847
492057,13,2014-04-16,7219
492058,14,2014-04-16,6270
492059,15,2014-04-16,9429
492060,16,2014-04-16,10939
492061,17,2014-04-16,9866
492062,18,2014-04-16,8935
492063,19,2014-04-16,7259
492064,20,2014-04-16,9965
492065,21,2014-04-16,7737
492066,22,2014-04-16,5112
492067,23,2014-04-16,7202
492068,24,2014-04-16,11607
492069,25,2014-04-16,11823
492070,26,2014-04-16,10428
492071,27,2014-04-16,13093
492072,28,2014-04-16,7778
493160,1,2014-04-15,6196
493161,2,2014-04-15,7701
493162,3,2014-04-15,10021
493163,4,2014-04-15,11191
493164,5,2014-04-15,7439
493165,6,2014-04-15,7890
493166,7,2014-04-15,14230
493167,8,2014-04-15,8942
493168,9,2014-04-15,8318
493169,10,2014-04-15,6087
493170,11,2014-04-15,12058
493171,12,2014-04-15,11971
493172,13,2014-04-15,7613
493173,14,2014-04-15,7437
493174,15,2014-04-15,8869
493175,16,2014-04-15,10933
493176,17,2014-04-15,10691
493177,18,2014-04-15,8809
493178,19,2014-04-15,8476
493179,20,2014-04-15,9969
493180,21,2014-04-15,7475
493181,22,2014-04-15,6091
493182,23,2014-04-15,8301
493183,24,2014-04-15,12453
493184,25,2014-04-15,13833
493185,26,2014-04-15,9553
493186,27,2014-04-15,15278
493187,28,2014-04-15,8643
494275,1,2014-04-14,6803
494276,2,2014-04-14,7714
494277,3,2014-04-14,10103
494278,4,2014-04-14,12391
494279,5,2014-04-14,7980
494280,6,2014-04-14,8204
494281,7,2014-04-14,13875
494282,8,2014-04-14,8189
494283,9,2014-04-14,9731
494284,10,2014-04-14,6419
494285,11,2014-04-14,11668
494286,12,2014-04-14,12281
494287,13,2014-04-14,8311
494288,14,2014-04-14,8529
494289,15,2014-04-14,9717
494290,16,2014-04-14,12116
494291,17,2014-04-14,11638
494292,18,2014-04-14,10514
494293,19,2014-04-14,9520
494294,20,2014-04-14,11279
494295,21,2014-04-14,8718
494296,22,2014-04-14,6454
494297,23,2014-04-14,9126
494298,24,2014-04-14,13655
494299,25,2014-04-14,14192
494300,26,2014-04-14,11269
494301,27,2014-04-14,15063
494302,28,2014-04-14,10183
495390,1,2014-04-13,0
495391,2,2014-04-13,0
495392,3,2014-04-13,0
495393,4,2014-04-13,0
495394,5,2014-04-13,0
495395,6,2014-04-13,0
495396,7,2014-04-13,0
495397,8,2014-04-13,0
495398,9,2014-04-13,0
495399,10,2014-04-13,0
495400,11,2014-04-13,0
495401,12,2014-04-13,0
495402,13,2014-04-13,0
495403,14,2014-04-13,0
495404,15,2014-04-13,0
495405,16,2014-04-13,0
495406,17,2014-04-13,0
495407,18,2014-04-13,0
495408,19,2014-04-13,0
495409,20,2014-04-13,0
495410,21,2014-04-13,0
495411,22,2014-04-13,0
495412,23,2014-04-13,0
495413,24,2014-04-13,0
495414,25,2014-04-13,0
495415,26,2014-04-13,0
495416,27,2014-04-13,0
495417,28,2014-04-13,0
496505,1,2014-04-12,4435
496506,2,2014-04-12,2574
496507,3,2014-04-12,3795
496508,4,2014-04-12,9200
496509,5,2014-04-12,1423
496510,6,2014-04-12,3350
496511,7,2014-04-12,6407
496512,8,2014-04-12,2833
496513,9,2014-04-12,5998
496514,10,2014-04-12,4540
496515,11,2014-04-12,6617
496516,12,2014-04-12,6159
496517,13,2014-04-12,3831
496518,14,2014-04-12,3503
496519,15,2014-04-12,6133
496520,16,2014-04-12,5158
496521,17,2014-04-12,2524
496522,18,2014-04-12,4559
496523,19,2014-04-12,4268
496524,20,2014-04-12,6757
496525,21,2014-04-12,5171
496526,22,2014-04-12,3426
496527,23,2014-04-12,4357
496528,24,2014-04-12,6328
496529,25,2014-04-12,8306
496530,26,2014-04-12,5586
496531,27,2014-04-12,7207
496532,28,2014-04-12,2757
497620,1,2014-04-11,3733
497621,2,2014-04-11,4701
497622,3,2014-04-11,6169
497623,4,2014-04-11,7682
497624,5,2014-04-11,3623
497625,6,2014-04-11,4889
497626,7,2014-04-11,7861
497627,8,2014-04-11,4194
497628,9,2014-04-11,5426
497629,10,2014-04-11,4456
497630,11,2014-04-11,7547
497631,12,2014-04-11,6210
497632,13,2014-04-11,4239
497633,14,2014-04-11,5272
497634,15,2014-04-11,6818
497635,16,2014-04-11,7324
497636,17,2014-04-11,5267
497637,18,2014-04-11,6618
497638,19,2014-04-11,5959
497639,20,2014-04-11,7684
497640,21,2014-04-11,3977
497641,22,2014-04-11,4676
497642,23,2014-04-11,5722
497643,24,2014-04-11,7930
497644,25,2014-04-11,8961
497645,26,2014-04-11,5638
497646,27,2014-04-11,7749
497647,28,2014-04-11,5190
498735,1,2014-04-10,3948
498736,2,2014-04-10,3691
498737,3,2014-04-10,5683
498738,4,2014-04-10,7714
498739,5,2014-04-10,3526
498740,6,2014-04-10,4077
498741,7,2014-04-10,7443
498742,8,2014-04-10,5381
498743,9,2014-04-10,5367
498744,10,2014-04-10,4584
498745,11,2014-04-10,6802
498746,12,2014-04-10,6455
498747,13,2014-04-10,3829
498748,14,2014-04-10,5216
498749,15,2014-04-10,5400
498750,16,2014-04-10,6693
498751,17,2014-04-10,5197
498752,18,2014-04-10,5408
498753,19,2014-04-10,5889
498754,20,2014-04-10,8490
498755,21,2014-04-10,3709
498756,22,2014-04-10,3518
498757,23,2014-04-10,4427
498758,24,2014-04-10,7033
498759,25,2014-04-10,9338
498760,26,2014-04-10,5052
498761,27,2014-04-10,7987
498762,28,2014-04-10,4987
499850,1,2014-04-09,3919
499851,2,2014-04-09,5142
499852,3,2014-04-09,5389
499853,4,2014-04-09,7890
499854,5,2014-04-09,4013
499855,6,2014-04-09,4196
499856,7,2014-04-09,6923
499857,8,2014-04-09,4406
499858,9,2014-04-09,5492
499859,10,2014-04-09,4152
499860,11,2014-04-09,7561
499861,12,2014-04-09,7020
499862,13,2014-04-09,3473
499863,14,2014-04-09,5242
499864,15,2014-04-09,5134
499865,16,2014-04-09,6923
499866,17,2014-04-09,5070
499867,18,2014-04-09,6027
499868,19,2014-04-09,5667
499869,20,2014-04-09,8385
499870,21,2014-04-09,3436
499871,22,2014-04-09,3975
499872,23,2014-04-09,4348
499873,24,2014-04-09,7317
499874,25,2014-04-09,9263
499875,26,2014-04-09,4646
499876,27,2014-04-09,7359
499877,28,2014-04-09,4528
500965,1,2014-04-08,3990
500966,2,2014-04-08,4475
500967,3,2014-04-08,5218
500968,4,2014-04-08,7074
500969,5,2014-04-08,3823
500970,6,2014-04-08,4754
500971,7,2014-04-08,7048
500972,8,2014-04-08,4506
500973,9,2014-04-08,5137
500974,10,2014-04-08,4525
500975,11,2014-04-08,6181
500976,12,2014-04-08,5706
500977,13,2014-04-08,3321
500978,14,2014-04-08,4745
500979,15,2014-04-08,4972
500980,16,2014-04-08,7025
500981,17,2014-04-08,5042
500982,18,2014-04-08,4971
500983,19,2014-04-08,5842
500984,20,2014-04-08,7720
500985,21,2014-04-08,4015
500986,22,2014-04-08,3440
500987,23,2014-04-08,3998
500988,24,2014-04-08,7347
500989,25,2014-04-08,9693
500990,26,2014-04-08,4267
500991,27,2014-04-08,7046
500992,28,2014-04-08,4592
502080,1,2014-04-07,3751
502081,2,2014-04-07,3941
502082,3,2014-04-07,5121
502083,4,2014-04-07,7733
502084,5,2014-04-07,4014
502085,6,2014-04-07,4749
502086,7,2014-04-07,7377
502087,8,2014-04-07,4816
502088,9,2014-04-07,6753
502089,10,2014-04-07,4828
502090,11,2014-04-07,7404
502091,12,2014-04-07,6662
502092,13,2014-04-07,3783
502093,14,2014-04-07,5554
502094,15,2014-04-07,5098
502095,16,2014-04-07,7240
502096,17,2014-04-07,5283
502097,18,2014-04-07,5582
502098,19,2014-04-07,6231
502099,20,2014-04-07,10284
502100,21,2014-04-07,4070
502101,22,2014-04-07,3860
502102,23,2014-04-07,4105
502103,24,2014-04-07,7561
502104,25,2014-04-07,10096
502105,26,2014-04-07,4906
502106,27,2014-04-07,7230
502107,28,2014-04-07,4647
503195,1,2014-04-06,0
503196,2,2014-04-06,0
503197,3,2014-04-06,0
503198,4,2014-04-06,0
503199,5,2014-04-06,0
503200,6,2014-04-06,0
503201,7,2014-04-06,0
503202,8,2014-04-06,0
503203,9,2014-04-06,0
503204,10,2014-04-06,0
503205,11,2014-04-06,0
503206,12,2014-04-06,0
503207,13,2014-04-06,0
503208,14,2014-04-06,0
503209,15,2014-04-06,0
503210,16,2014-04-06,0
503211,17,2014-04-06,0
503212,18,2014-04-06,0
503213,19,2014-04-06,0
503214,20,2014-04-06,0
503215,21,2014-04-06,0
503216,22,2014-04-06,0
503217,23,2014-04-06,0
503218,24,2014-04-06,0
503219,25,2014-04-06,0
503220,26,2014-04-06,0
503221,27,2014-04-06,0
503222,28,2014-04-06,0
504310,1,2014-04-05,4599
504311,2,2014-04-05,2655
504312,3,2014-04-05,3904
504313,4,2014-04-05,9423
504314,5,2014-04-05,1911
504315,6,2014-04-05,3335
504316,7,2014-04-05,4586
504317,8,2014-04-05,2677
504318,9,2014-04-05,5996
504319,10,2014-04-05,4778
504320,11,2014-04-05,6312
504321,12,2014-04-05,5581
504322,13,2014-04-05,4190
504323,14,2014-04-05,3381
504324,15,2014-04-05,5711
504325,16,2014-04-05,5277
504326,17,2014-04-05,2826
504327,18,2014-04-05,4299
504328,19,2014-04-05,4128
504329,20,2014-04-05,7534
504330,21,2014-04-05,5500
504331,22,2014-04-05,3331
504332,23,2014-04-05,4807
504333,24,2014-04-05,6783
504334,25,2014-04-05,8531
504335,26,2014-04-05,5163
504336,27,2014-04-05,7485
504337,28,2014-04-05,2673
505425,1,2014-04-04,4738
505426,2,2014-04-04,5016
505427,3,2014-04-04,7562
505428,4,2014-04-04,9411
505429,5,2014-04-04,5251
505430,6,2014-04-04,5834
505431,7,2014-04-04,9611
505432,8,2014-04-04,4978
505433,9,2014-04-04,7112
